Category,Subcategory,Scope,Rank,Player,Value,Context,IsActive
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",7,"Sam",1.522,"54 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",8,"Tyler",1.521,"72 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",9,"Jack M",1.513,"72 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",10,"Brittany",1.504,"36 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",11,"Ashley",1.494,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",12,"Ryan",1.490,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",13,"Jack C",1.487,"36 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",14,"Cody",1.476,"54 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",15,"Rachel M",1.471,"72 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",16,"Dan",1.464,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",17,"Richie",1.463,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",18,"Austin",1.459,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",19,"Nick",1.457,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",20,"Michael",1.455,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",21,"Ian",1.454,"54 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",22,"Rachel F",1.453,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",23,"Jennie",1.433,"18 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",24,"Brian",1.411,"6 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",25,"Luke",1.398,"36 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",1,"Luke",1.398,"36 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",2,"Brian",1.411,"6 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",3,"Jennie",1.433,"18 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",4,"Rachel F",1.453,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",5,"Ian",1.454,"54 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",6,"Michael",1.455,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",7,"Nick",1.457,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",8,"Austin",1.459,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",9,"Richie",1.463,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",10,"Dan",1.464,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",11,"Rachel M",1.471,"72 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",12,"Cody",1.476,"54 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",13,"Jack C",1.487,"36 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",14,"Ryan",1.490,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",15,"Ashley",1.494,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",16,"Brittany",1.504,"36 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",17,"Jack M",1.513,"72 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",18,"Tyler",1.521,"72 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",19,"Sam",1.522,"54 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",20,"Carly",1.529,"72 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",21,"Allie",1.541,"48 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",22,"Steve",1.544,"72 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",23,"Josh",1.552,"90 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",24,"Becca",1.582,"18 opps",false
"Easiest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",25,"Emma",1.619,"54 opps",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",1,"Josh",1.648,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",2,"Austin",1.639,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",3,"Rachel M",1.583,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",4,"Michael",1.574,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",5,"Sam",1.556,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",6,"Rachel F",1.537,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",6,"Ashley",1.537,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",8,"Richie",1.528,"2022",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",8,"Cody",1.528,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",10,"Nick",1.509,"2022",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",11,"Cody",1.491,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",12,"Michael",1.472,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",13,"Nick",1.463,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",13,"Michael",1.463,"2022",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",15,"Luke",1.454,"2022",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",15,"Austin",1.454,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",15,"Carly",1.454,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",18,"Rachel M",1.444,"2023",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",19,"Michael",1.435,"2023",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",19,"Ashley",1.435,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",21,"Ian",1.426,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",21,"Jack M",1.426,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",21,"Jack M",1.426,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",24,"Michael",1.417,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",25,"Richie",1.398,"2024",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",26,"Ian",1.352,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",27,"Rachel M",1.343,"2026",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",28,"Richie",1.333,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",29,"Dan",1.324,"2025",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",30,"Nick",1.315,"2023",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",30,"Austin",1.315,"2023",false
"Hardest Path to Playoffs (Single Season SoS)","Difficulty","League Metrics",32,"Ryan",1.185,"2024",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",1,"Richie",2,"2022 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",1,"Josh",2,"2026 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",3,"Michael",3,"2023 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",3,"Ryan",3,"2024 - Final: 10",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",3,"Rachel F",3,"2024 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",3,"Jack M",3,"2026 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Cody",4,"2024 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Carly",4,"2024 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Nick",4,"2024 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Richie",4,"2025 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Rachel M",4,"2025 - Final: 14",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Sam",4,"2025 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Dan",4,"2025 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Ian",4,"2025 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Ashley",4,"2026 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",7,"Cody",4,"2026 - Final: 15",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Luke",5,"2022 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Nick",5,"2023 - Final: 16",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Rachel M",5,"2023 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Richie",5,"2024 - Final: 14",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Jack M",5,"2025 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Michael",5,"2026 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",17,"Rachel M",5,"2026 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Nick",6,"2022 - Final: 14",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Michael",6,"2022 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Austin",6,"2023 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Michael",6,"2024 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Austin",6,"2024 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Ashley",6,"2025 - Final: 11",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Michael",6,"2025 - Final: 12",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Austin",6,"2026 - Final: 13",false
"Worst Start (2 Games) to Make Playoffs","Comebacks","League Metrics",24,"Ian",6,"2026 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",1,"Dan",4,"2025 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",1,"Ian",4,"2025 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",3,"Richie",5,"2022 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",3,"Richie",5,"2024 - Final: 14",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",3,"Cody",5,"2024 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",3,"Josh",5,"2026 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",3,"Jack M",5,"2026 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Nick",6,"2022 - Final: 14",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Michael",6,"2023 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Ryan",6,"2024 - Final: 10",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Rachel F",6,"2024 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Nick",6,"2024 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Richie",6,"2025 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Michael",6,"2026 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",8,"Ian",6,"2026 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Luke",7,"2022 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Rachel M",7,"2023 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Michael",7,"2024 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Carly",7,"2024 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Rachel M",7,"2025 - Final: 14",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Sam",7,"2025 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Jack M",7,"2025 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Michael",7,"2025 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Ashley",7,"2026 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Cody",7,"2026 - Final: 15",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",16,"Rachel M",7,"2026 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",27,"Michael",8,"2022 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",27,"Nick",8,"2023 - Final: 16",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",27,"Austin",8,"2024 - Final: 12",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",27,"Ashley",8,"2025 - Final: 11",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",27,"Austin",8,"2026 - Final: 13",false
"Worst Start (3 Games) to Make Playoffs","Comebacks","League Metrics",32,"Austin",9,"2023 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",1,"Ian",5,"2025 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",2,"Richie",6,"2022 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",2,"Richie",6,"2025 - Final: 12",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",2,"Michael",6,"2026 - Final: 12",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",5,"Luke",7,"2022 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",5,"Jack M",7,"2025 - Final: 12",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",5,"Dan",7,"2025 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",5,"Jack M",7,"2026 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Michael",8,"2023 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Richie",8,"2024 - Final: 14",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Cody",8,"2024 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Ryan",8,"2024 - Final: 10",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Carly",8,"2024 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Rachel F",8,"2024 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Rachel M",8,"2026 - Final: 11",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Josh",8,"2026 - Final: 12",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Austin",8,"2026 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",9,"Ian",8,"2026 - Final: 13",false
"Worst Start (4 Games) to Make Playoffs","Comebacks","League Metrics",19,"Nick",9,"2022 - Final: 14",false
