Category,Subcategory,Scope,Rank,Player,Value,Context,IsActive
"Best Week 5 Performance Avg (Min 2 games)","Averages by Week","Cross Season",21,"Allie",0.67,"3 games",false
"Best Week 5 Performance Avg (Min 2 games)","Averages by Week","Cross Season",22,"Ryan",0.60,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",1,"Richie",2.60,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",2,"Rachel M",2.50,"4 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",3,"Ian",2.33,"3 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",4,"Ashley",2.20,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",4,"Nick",2.20,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",6,"Michael",2.00,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",6,"Brittany",2.00,"2 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",8,"Austin",1.80,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",9,"Jack M",1.75,"4 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",10,"Cody",1.67,"3 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Dan",1.00,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Josh",1.00,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Rachel F",1.00,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Carly",1.00,"4 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Tyler",1.00,"4 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Sam",1.00,"3 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",11,"Jack C",1.00,"2 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",18,"Allie",0.67,"3 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",19,"Luke",0.50,"2 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",20,"Ryan",0.40,"5 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",21,"Steve",0.25,"4 games",false
"Best Week 6 Performance Avg (Min 2 games)","Averages by Week","Cross Season",22,"Emma",0.00,"3 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",1,"Austin",2.40,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",2,"Michael",2.27,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",3,"Rachel M",2.17,"12 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",4,"Nick",2.00,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",5,"Ashley",1.93,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",6,"Cody",1.89,"9 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",7,"Luke",1.83,"6 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",8,"Sam",1.78,"9 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",9,"Jack M",1.75,"12 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",10,"Rachel F",1.53,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",11,"Brian",1.50,"2 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",12,"Richie",1.40,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",13,"Becca",1.33,"3 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",13,"Carly",1.33,"12 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",13,"Brittany",1.33,"6 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",16,"Ian",1.22,"9 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",17,"Tyler",1.17,"12 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",18,"Ryan",1.13,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",19,"Jennie",1.00,"3 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",19,"Jack C",1.00,"6 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",21,"Dan",0.93,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",21,"Josh",0.93,"15 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",23,"Steve",0.92,"12 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",24,"Allie",0.71,"7 games",false
"The Opener (Avg Pts Wks 1-3) (Min 2 games)","Averages by Week","Cross Season",25,"Emma",0.67,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",1,"Richie",2.20,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",2,"Cody",2.11,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",3,"Nick",2.00,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",3,"Ian",2.00,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",5,"Michael",1.80,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",6,"Rachel M",1.75,"12 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",7,"Dan",1.67,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",7,"Sam",1.67,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",9,"Josh",1.60,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",9,"Rachel F",1.60,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",11,"Jack M",1.50,"12 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",12,"Austin",1.47,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",13,"Ashley",1.33,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",13,"Jennie",1.33,"3 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",13,"Brittany",1.33,"6 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",16,"Luke",1.17,"6 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",16,"Tyler",1.17,"12 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",16,"Carly",1.17,"12 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",16,"Jack C",1.17,"6 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",20,"Ryan",0.93,"15 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",21,"Steve",0.92,"12 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",22,"Emma",0.89,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",23,"Allie",0.78,"9 games",false
"The Closer (Avg Pts Wks 4-6) (Min 2 games)","Averages by Week","Cross Season",24,"Becca",0.67,"3 games",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",1,"Josh",+7,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",1,"Steve",+7,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",1,"Cody",+7,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",4,"Ryan",+6,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",4,"Ian",+6,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Dan",+4,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Austin",+4,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Richie",+4,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Rachel F",+4,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Rachel M",+4,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",6,"Sam",+4,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Dan",+3,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Nick",+3,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Ashley",+3,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Carly",+3,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Carly",+3,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Jack M",+3,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",12,"Jack C",+3,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Josh",+2,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Josh",+2,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Nick",+2,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Austin",+2,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Rachel F",+2,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Allie",+2,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Tyler",+2,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Jack M",+2,"2023 to 2024",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",19,"Ian",+2,"2025 to 2026",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",28,"Michael",+1,"2022 to 2023",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",28,"Ashley",+1,"2024 to 2025",false
"Biggest Points Jump (Season to Season)","Risers and Fallers","Cross Season",28,"Emma",+1,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",1,"Carly",-7,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",1,"Steve",-7,"2023 to 2024",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",3,"Dan",-6,"2022 to 2023",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",3,"Ryan",-6,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",3,"Nick",-6,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",6,"Ryan",-5,"2022 to 2023",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",6,"Richie",-5,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",6,"Cody",-5,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Dan",-4,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Josh",-4,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Rachel F",-4,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Luke",-4,"2022 to 2023",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Tyler",-4,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",9,"Sam",-4,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",15,"Nick",-3,"2023 to 2024",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",15,"Rachel M",-3,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",15,"Steve",-3,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",18,"Richie",-2,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",18,"Rachel F",-2,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",18,"Rachel M",-2,"2023 to 2024",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Austin",-1,"2023 to 2024",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Austin",-1,"2024 to 2025",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Richie",-1,"2022 to 2023",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Michael",-1,"2023 to 2024",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Allie",-1,"2022 to 2023",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Jack M",-1,"2025 to 2026",false
"Biggest Points Drop (Season to Season)","Risers and Fallers","Cross Season",21,"Emma",-1,"2024 to 2025",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",1,"Emma",0.79,"18 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",2,"Becca",0.82,"6 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",3,"Allie",0.83,"16 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",4,"Jack C",0.86,"12 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",5,"Tyler",0.94,"24 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",5,"Cody",0.94,"18 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",5,"Brittany",0.94,"12 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",8,"Steve",0.95,"24 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",9,"Rachel M",0.98,"24 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",10,"Jack M",0.99,"24 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",11,"Austin",1.00,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",12,"Dan",1.04,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",13,"Ryan",1.05,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",14,"Jennie",1.07,"6 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",15,"Michael",1.08,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",15,"Ashley",1.08,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",17,"Nick",1.10,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",17,"Sam",1.10,"18 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",19,"Rachel F",1.12,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",20,"Ian",1.16,"18 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",21,"Richie",1.17,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",22,"Carly",1.20,"24 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",23,"Josh",1.21,"30 games",false
"Most Consistent Finishers (Game Finishes Std Dev)","Risers and Fallers","Cross Season",24,"Luke",1.26,"12 games",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",1,"Michael",0.40,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",2,"Emma",0.47,"3 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",3,"Allie",0.82,"3 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",4,"Tyler",1.41,"4 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",5,"Ashley",1.47,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",6,"Rachel M",1.48,"4 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",7,"Austin",1.50,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",8,"Sam",1.89,"3 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",9,"Jack M",1.92,"4 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",10,"Richie",2.32,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",11,"Rachel F",2.33,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",12,"Dan",2.48,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",13,"Carly",2.50,"4 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",14,"Josh",2.65,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",15,"Ryan",2.71,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",16,"Steve",2.87,"4 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",17,"Cody",2.94,"3 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",18,"Nick",3.16,"5 seasons",false
"Most Consistent Scorers (Season Pts Std Dev)","Risers and Fallers","Cross Season",19,"Ian",3.40,"3 seasons",false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",1,"Ashley & Rachel F",10,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",2,"Dan & Nick",9,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Josh & Ryan",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Ashley & Michael",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Austin & Josh",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Josh & Rachel F",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Austin & Dan",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Rachel M & Steve",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Austin & Carly",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",3,"Ashley & Rachel M",8,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Dan & Ryan",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Nick & Rachel F",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Rachel F & Ryan",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Dan & Richie",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Josh & Richie",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",11,"Jack M & Michael",7,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Dan & Josh",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Michael & Richie",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Michael & Ryan",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Austin & Michael",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Michael & Nick",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Nick & Ryan",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Dan & Tyler",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Josh & Nick",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Michael & Rachel M",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Ashley & Steve",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Michael & Steve",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",17,"Carly & Cody",6,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Austin & Nick",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Austin & Rachel F",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Nick & Richie",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Rachel F & Richie",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ashley & Becca",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ashley & Dan",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Allie & Austin",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Josh & Michael",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ashley & Richie",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Allie & Carly",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ashley & Carly",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Carly & Rachel F",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Austin & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Rachel M & Ryan",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ryan & Steve",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Rachel M & Richie",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Dan & Steve",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Steve & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Carly & Nick",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Richie & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Jack M & Nick",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Jack M & Rachel M",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Michael & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Jack M & Rachel F",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Rachel F & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Cody & Tyler",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Emma & Jack M",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Emma & Michael",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Emma & Rachel M",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Ian & Josh",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Austin & Sam",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Emma & Richie",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Carly & Michael",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",29,"Cody & Sam",5,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Austin & Richie",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Josh & Luke",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ashley & Nick",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Richie & Ryan",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ashley & Ryan",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Dan & Luke",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Allie & Nick",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Allie & Dan",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Allie & Josh",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Austin & Jack M",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Dan & Jack M",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Jack M & Tyler",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Austin & Rachel M",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ashley & Jack M",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ashley & Austin",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Dan & Rachel F",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Allie & Ryan",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ian & Sam",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Ian & Steve",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Jack M & Sam",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Rachel M & Sam",4,,false
"Most Common Matchups (Regular Season Only)","Rivalries","Cross Season",63,"Josh & Sam",4,,false
